20;0
30;319
40;540
50;660
60;747
70;836
80;855
90;895
100;958
110;962
120;971
130;994
140;1008
150;1026
160;1038
170;1087
180;1062
190;1069
200;1075
210;1083
220;1092
230;1107
240;1146
250;1114
